Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG31,OUT045,1019.88727
FDC60,OUT045,2056.1028
FDL36,OUT013,1510.3196
FDP21,OUT013,3435.9126
FDW16,OUT045,1380.7595
FDX02,OUT017,4601.214
FDQ58,OUT027,3438.0217
FDT51,OUT046,1637.3345
FDD59,OUT049,1243.8038
NCM42,OUT018,1676.186
FDA57,OUT018,409.19025
FDZ48,OUT035,1977.1826
FDE46,OUT045,1830.1469
NCZ30,OUT019,351.50903
FDB56,OUT017,3211.8667
FDA25,OUT027,2767.2
FDD20,OUT013,2318.2292
FDL25,OUT013,1119.4844
NCO18,OUT049,3635.4866
FDJ45,OUT017,540.02356
FDR12,OUT035,2809.2869
NCF19,OUT010,30.84041
FDK25,OUT046,3358.6895
NCR17,OUT046,2006.044
FDC52,OUT046,1782.127
NCA54,OUT017,3634.386
FDR45,OUT010,1371.1875
NCM19,OUT049,1931.5208
FDF39,OUT027,6766.481
FDX23,OUT049,1387.8951
FDD58,OUT027,2623.4053
FDX28,OUT013,1682.075
NCD31,OUT013,2896.9636
FDU57,OUT018,2192.3855
FDI27,OUT046,671.8691
NCM42,OUT046,1669.1799
FDD32,OUT027,2035.5946
FDI34,OUT013,3822.4155
NCM29,OUT049,2133.1492
FDG46,OUT018,2089.7156
DRC01,OUT010,6.359294
FDB15,OUT027,7130.626
NCA17,OUT027,3512.956
FDF10,OUT046,2328.0293
FDR26,OUT027,4066.4585
FDI02,OUT049,2018.5989
NCM54,OUT010,211.65878
FDF14,OUT013,2438.1016
FDJ33,OUT010,442.08063
FDM20,OUT035,4512.631
FDC03,OUT027,6329.8887
NCX05,OUT046,2117.2935
NCM41,OUT027,2417.3357
NCU29,OUT010,236.40244
FDQ59,OUT017,1247.3715
FDH46,OUT010,143.13231
FDH09,OUT013,646.27277
NCD06,OUT045,749.9144
FDC15,OUT035,2102.4932
DRD37,OUT027,990.53296
FDT28,OUT027,3238.2651
FDR28,OUT027,3879.1343
FDT38,OUT017,983.7862
FDV34,OUT027,1915.7067
FDY52,OUT035,969.5278
FDB34,OUT013,1374.9171
DRL23,OUT018,1102.8313
DRB24,OUT046,2248.922
FDJ50,OUT046,992.80054
FDQ49,OUT035,1900.3412
FDP20,OUT035,1895.5094
FDV19,OUT027,4183.1387
NCR54,OUT045,3013.7224
FDO09,OUT010,738.8302
FDS57,OUT018,1612.4324
FDN10,OUT049,1934.4691
FDV23,OUT049,2168.752
FDY28,OUT049,3593.4868
DRG51,OUT013,2732.8489
FDD45,OUT019,300.90112
NCL18,OUT027,5410.856
NCM29,OUT013,2269.728
FDF17,OUT027,5731.722
FDE22,OUT017,2773.699
FDQ22,OUT017,689.8911
FDS01,OUT013,2968.0854
FDW35,OUT027,1171.9419
FDJ33,OUT046,2042.0228
NCF54,OUT035,3203.6477
FDE09,OUT013,1425.1913
NCE06,OUT045,2337.6138
DRH49,OUT049,1163.6636
FDY43,OUT045,2546.2524
NCT05,OUT017,4396.7573
FDZ34,OUT045,3819.8164
FDL38,OUT017,1665.2478
FDZ31,OUT017,3488.656
FDR14,OUT035,885.4585
NCN54,OUT049,1197.1355
NCC42,OUT027,3849.6157
FDK08,OUT017,1604.1237
FDP59,OUT013,1550.2229
FDV22,OUT035,3074.3499
FDD33,OUT035,3167.6914
DRE60,OUT027,6878.2603
FDK52,OUT046,3827.576
FDA02,OUT017,2076.795
FDM56,OUT049,1448.699
FDE57,OUT035,2302.6294
FDM32,OUT045,1291.481
NCQ30,OUT027,2870.1877
FDQ27,OUT027,2389.5464
FDT60,OUT027,3060.7642
FDU43,OUT049,4487.541
NCO55,OUT035,1983.7931
FDG02,OUT045,2526.5012
FDJ28,OUT013,3227.7825
FDP40,OUT045,1566.7551
FDJ38,OUT045,2636.8467
NCC54,OUT017,4448.142
NCZ41,OUT046,1620.3118
FDK38,OUT019,163.6295
FDU52,OUT013,1872.3638
FDC40,OUT046,1157.1968
NCR30,OUT017,1050.0154
NCN18,OUT017,1931.6948
FDB50,OUT035,1540.3461
FDG04,OUT013,3395.7922
FDR26,OUT035,1982.4513
NCT17,OUT018,2899.836
FDX35,OUT027,5728.7188
FDS12,OUT046,2324.344
NCZ29,OUT027,3654.4656
FDB38,OUT010,433.54852
FDP12,OUT013,577.0224
FDP22,OUT046,847.0833
FDS26,OUT018,3957.03
FDR52,OUT046,2684.1887
DRJ13,OUT046,2471.8337
FDU48,OUT027,3449.683
FDE29,OUT035,1018.10474
NCT29,OUT049,1872.5981
DRK37,OUT018,4118.0415
FDK55,OUT046,1032.9358
FDR07,OUT046,1495.4153
FDO21,OUT027,5614.5415
FDK46,OUT049,5618.2266
FDB12,OUT045,1568.7869
FDT31,OUT027,4319.342
FDJ33,OUT045,2010.51
FDC26,OUT027,3319.5164
NCQ02,OUT045,2745.452
FDP08,OUT010,673.7189
FDB11,OUT027,4617.2695
FDV55,OUT013,2608.483
FDW20,OUT049,2047.6279
NCJ18,OUT019,374.2067
FDC41,OUT018,948.5061
FDE14,OUT027,2653.2751
FDG35,OUT013,2974.5054
FDF45,OUT035,1005.8814
FDS19,OUT027,2199.799
FDS58,OUT019,627.2905
FDA26,OUT017,4958.541
FDM32,OUT049,1199.5765
FDL45,OUT046,2208.3906
FDZ55,OUT049,3032.9329
FDY37,OUT049,2217.5317
FDO46,OUT046,2189.9478
FDQ60,OUT046,1977.2769
FDA19,OUT018,1648.473
FDL15,OUT046,2289.7795
FDM10,OUT018,2205.0022
NCL05,OUT017,758.40216
DRK49,OUT010,110.29359
NCE18,OUT027,6698.492
FDG40,OUT049,597.7643
DRI59,OUT045,4346.825
FDK28,OUT035,6933.1045
NCD06,OUT019,117.65575
FDO11,OUT019,611.4329
FDK27,OUT046,1731.0668
FDT43,OUT027,1461.8027
FDD38,OUT018,1243.9727
FDA16,OUT049,5392.404
FDL14,OUT027,3245.5864
NCM17,OUT049,766.87695
FDD20,OUT045,2052.8074
FDA40,OUT045,1328.8883
FDL43,OUT045,1267.2534
FDV15,OUT045,2020.1593
FDE52,OUT046,1374.7421
NCL17,OUT010,452.76016
NCJ31,OUT045,3696.2527
FDR60,OUT045,1248.7322
NCA18,OUT035,1386.3938
FDS21,OUT027,1688.3654
FDW09,OUT035,1408.2272
FDL26,OUT035,2852.1619
FDS47,OUT018,1313.671
FDC39,OUT046,3579.1135
FDT51,OUT035,1568.9082
FDK40,OUT035,3964.6536
NCG19,OUT045,3075.6235
FDZ07,OUT046,839.06177
FDF08,OUT027,2311.1128
FDO04,OUT013,778.1695
FDK41,OUT018,1073.5203
FDP15,OUT049,4896.7837
NCD43,OUT018,1491.2953
NCP18,OUT013,2194.8337
FDZ51,OUT046,1678.4753
DRH13,OUT035,1579.2334
FDF38,OUT045,510.77466
NCI43,OUT045,746.6275
FDM38,OUT027,2062.0515
FDS03,OUT013,1483.0538
DRJ47,OUT017,3116.7473
FDT50,OUT010,17.151476
FDV02,OUT046,2717.671
NCG18,OUT017,1761.5302
FDW52,OUT046,3125.8179
FDS40,OUT035,549.79614
FDN31,OUT017,3189.426
FDA37,OUT045,1850.6288
FDA15,OUT046,3582.964
FDL39,OUT046,1785.3436
FDJ53,OUT045,1560.3523
FDX22,OUT013,3621.2705
NCZ42,OUT045,4140.4707
FDD56,OUT027,3955.9631
FDD40,OUT017,3769.0396
FDS50,OUT013,3879.732
NCN14,OUT013,3870.2559
FDT15,OUT013,3290.212
NCS18,OUT027,2826.5256
NCO26,OUT010,432.10526
FDF58,OUT018,778.2599
NCB19,OUT013,1394.109
FDH26,OUT017,2671.368
DRB24,OUT027,3963.6187
FDA49,OUT018,1053.479
FDB32,OUT045,1413.2075
FDI36,OUT017,3651.3132
NCA17,OUT010,406.5442
FDH22,OUT013,2059.5024
NCM26,OUT018,1929.4764
FDT15,OUT027,6061.5273
FDB16,OUT018,1174.2615
NCP54,OUT027,3288.583
FDJ36,OUT013,1693.9465
FDO28,OUT045,1608.6747
FDU09,OUT013,777.61127
FDF29,OUT017,2333.47
FDY08,OUT013,2262.056
DRJ59,OUT018,118.36614
FDT23,OUT027,2039.2135
FDU15,OUT018,468.13287
FDT47,OUT013,1986.4807
FDI53,OUT019,614.1675
FDR59,OUT018,3692.8865
FDD53,OUT035,566.51764
FDY51,OUT017,2823.3262
FDT04,OUT049,518.8625
FDU51,OUT049,4500.011
FDG14,OUT035,2700.8281
NCU06,OUT045,4552.8003
DRG25,OUT046,2474.3171
DRH49,OUT035,1124.5255
FDN15,OUT035,2184.1128
FDL43,OUT018,1054.1384
NCT18,OUT049,4795.0903
NCB31,OUT013,3225.4011
FDK57,OUT035,1804.834
FDY04,OUT019,296.84503
NCP54,OUT046,2324.4373
FDF41,OUT013,2576.3745
FDM01,OUT045,1305.4501
FDW03,OUT045,1824.3107
FDF28,OUT045,1848.233
FDY37,OUT017,2658.6501
FDQ03,OUT017,2748.204
FDP51,OUT027,3586.2927
FDJ40,OUT017,1916.2781
FDC32,OUT049,1119.8195
DRI49,OUT027,2244.1206
NCW54,OUT017,922.35333
FDF09,OUT017,607.48694
FDP45,OUT018,2425.685
DRJ23,OUT018,3236.9941
FDS59,OUT017,2201.6753
FDY08,OUT046,2131.638
FDX16,OUT049,2542.8699
FDY16,OUT018,2466.3113
FDK32,OUT035,2626.8372
FDQ22,OUT013,701.6891
NCC31,OUT018,2644.0457
FDG58,OUT049,2188.828
DRF48,OUT013,3452.3865
DRH36,OUT049,1255.2896
NCR30,OUT035,1109.6302
FDB03,OUT019,418.6382
FDZ28,OUT027,3909.7883
FDR35,OUT017,2680.7727
DRD15,OUT027,5906.5737
FDJ33,OUT019,308.7527
FDA56,OUT010,315.45297
FDP56,OUT046,800.0403
NCT30,OUT046,812.21497
FDK15,OUT017,1821.5001
FDH44,OUT018,2063.1755
FDV01,OUT013,2639.8716
DRG03,OUT017,2958.0408
FDG50,OUT027,2275.4626
FDR16,OUT010,882.94434
FDZ60,OUT046,1357.0585
DRG03,OUT045,2192.0227
FDS56,OUT018,1317.2117
FDU33,OUT045,683.8719
DRD27,OUT035,1347.3622
FDW22,OUT046,3314.7783
DRA24,OUT045,2766.626
FDF38,OUT049,518.39404
FDX48,OUT013,2533.6768
FDS58,OUT018,2635.5825
FDC32,OUT046,1042.459
NCQ29,OUT045,2697.3293
DRK39,OUT018,1091.7362
NCS38,OUT017,1995.1191
DRO47,OUT013,1774.0487
DRG27,OUT027,1191.0529
FDC57,OUT027,6034.074
FDS55,OUT046,2700.1672
NCJ06,OUT018,1809.425
FDO01,OUT019,0.0
NCM55,OUT045,3084.159
FDC52,OUT049,2336.5098
FDQ15,OUT045,1505.8837
NCT30,OUT027,1476.2028
NCR42,OUT027,1027.525
FDD28,OUT035,634.8594
FDQ34,OUT049,1567.7267
FDZ12,OUT027,3259.0645
DRE13,OUT019,236.72658
NCN07,OUT019,253.55093
FDM28,OUT035,2564.0823
FDI10,OUT017,2723.6768
FDQ25,OUT013,2422.8254
FDA38,OUT010,0.0
DRI13,OUT049,4152.656
FDY20,OUT027,2458.4517
NCZ53,OUT035,2744.9177
NCM31,OUT013,2522.5
DRB01,OUT017,3256.8848
DRF37,OUT046,4021.862
NCF42,OUT049,2731.7507
FDF16,OUT018,2202.11
FDB41,OUT013,821.2892
FDR34,OUT013,4375.2256
FDR15,OUT018,1911.0729
NCV42,OUT019,197.38454
FDW51,OUT035,3716.2825
FDU36,OUT017,1792.6923
FDX60,OUT049,1315.4427
FDY03,OUT035,1945.7378
FDW55,OUT045,4440.1733
FDT01,OUT010,285.20108
FDG58,OUT013,2199.9873
FDK21,OUT017,6142.169
NCS41,OUT019,0.0
FDS10,OUT045,3039.4343
NCT53,OUT046,2542.8662
FDJ28,OUT018,2534.5312
FDX44,OUT045,1212.1971
FDT20,OUT018,485.69492
FDO44,OUT017,1827.1014
NCX17,OUT049,2392.0208
FDY01,OUT017,2170.6423
FDJ12,OUT027,6157.968
DRK35,OUT018,598.125
FDD47,OUT019,452.67282
NCM53,OUT035,1674.5743
FDO45,OUT013,1439.7512
NCM42,OUT010,394.22055
FDE04,OUT046,2748.037
NCI30,OUT027,5520.0293
FDZ19,OUT013,2744.691
FDW57,OUT013,3054.9785
FDA25,OUT013,1842.514
FDT22,OUT046,887.3189
FDP51,OUT013,2144.4038
FDD48,OUT027,2808.1
FDY39,OUT035,4208.192
FDO48,OUT010,824.3606
FDD23,OUT027,5646.9116
DRN35,OUT027,991.0597
FDT01,OUT035,3306.2104
FDC20,OUT010,66.47601
DRJ35,OUT035,956.57385
FDB32,OUT046,1756.7277
FDL24,OUT046,2912.1863
NCV42,OUT035,1997.1433
FDZ46,OUT046,1840.678
FDC15,OUT013,2075.9985
FDD08,OUT019,84.55215
FDY50,OUT049,1384.5697
FDD36,OUT013,2069.7908
FDG57,OUT027,1622.8486
FDL21,OUT018,553.01294
FDN16,OUT027,2889.34
FDJ09,OUT027,926.6888
FDS01,OUT010,580.5632
FDV33,OUT017,3933.3308
DRE12,OUT017,1231.6588
FDR07,OUT013,1347.4956
FDP48,OUT010,958.4269
NCB55,OUT035,981.31525
FDQ08,OUT013,813.8736
FDR34,OUT035,5873.5938
FDO33,OUT046,2096.1023
FDP13,OUT045,777.07825
FDX12,OUT049,3253.788
NCT06,OUT049,3356.0872
FDR16,OUT019,1093.452
FDE36,OUT046,3247.4268
FDZ36,OUT049,3924.5515
FDV13,OUT045,1343.2218
NCZ17,OUT035,705.3715
FDU56,OUT045,2663.3845
FDM09,OUT035,2441.1892
FDV02,OUT017,2734.3315
FDS34,OUT018,1360.024
FDA11,OUT049,1628.9695
FDP09,OUT017,6009.919
FDB29,OUT027,2799.4006
FDT19,OUT017,3338.7314
DRH15,OUT017,711.79065
FDY38,OUT046,3164.7102
FDF14,OUT027,3416.412
FDN48,OUT010,218.85255
FDQ12,OUT013,3193.141
NCJ43,OUT045,3097.2764
FDE17,OUT019,208.31958
FDB05,OUT035,4354.303
FDH10,OUT045,1232.7899
NCR06,OUT017,657.3951
FDU32,OUT018,1671.367
FDD56,OUT049,3005.0
FDO36,OUT018,2835.3386
FDH16,OUT010,221.41289
FDX10,OUT018,431.79208
FDZ37,OUT017,1618.4368
FDU31,OUT010,511.73764
DRC49,OUT049,2035.8633
FDL15,OUT045,2275.1877
FDN32,OUT019,55.160706
DRH59,OUT027,1820.1659
NCU29,OUT049,2704.2583
FDR37,OUT019,714.3052
FDS14,OUT018,2185.0188
FDU02,OUT027,5844.5356
FDJ08,OUT035,3118.6804
NCZ06,OUT045,2539.1287
FDO31,OUT049,1301.4891
FDH31,OUT018,1255.8948
FDS58,OUT017,2918.1938
NCA53,OUT027,1323.1439
FDF50,OUT046,2608.9875
NCW42,OUT049,3888.3752
NCQ17,OUT045,2461.3071
FDK51,OUT018,4625.4644
NCW41,OUT010,587.04486
NCR29,OUT017,800.43976
FDB08,OUT019,347.1171
FDA40,OUT027,2711.1875
FDL14,OUT018,2414.298
FDB47,OUT046,3393.5198
FDO03,OUT035,4935.6543
DRK13,OUT019,339.78897
FDX13,OUT010,1039.999
FDF52,OUT046,2907.9714
FDT11,OUT013,2599.2397
FDB08,OUT013,2579.9053
FDQ28,OUT018,2401.1318
FDD29,OUT045,4137.4077
NCQ29,OUT027,5213.2354
NCO02,OUT013,986.70636
FDR56,OUT010,633.30975
NCM54,OUT049,2211.7263
FDP51,OUT035,2244.1926
FDT38,OUT013,1180.134
FDZ20,OUT018,2716.4385
FDJ53,OUT013,1889.4932
FDX13,OUT049,4411.144
FDP58,OUT035,3904.9502
NCK31,OUT019,156.2094
FDA35,OUT018,1522.4408
FDV37,OUT018,2233.2249
NCO07,OUT027,4944.3384
FDA20,OUT045,1954.5686
FDZ59,OUT035,3125.195
NCY17,OUT017,740.21344
FDQ28,OUT035,3321.4412
FDV35,OUT017,2750.0227
FDQ36,OUT013,568.076
FDD34,OUT018,2423.2974
FDK51,OUT045,3300.533
FDV31,OUT035,2164.467
FDR04,OUT035,1757.8434
FDR14,OUT049,827.3674
DRC36,OUT010,343.6476
FDE39,OUT019,210.47446
FDP57,OUT049,1575.0607
FDE57,OUT046,2211.3079
NCN18,OUT046,1942.8096
NCQ05,OUT018,2327.444
FDW47,OUT035,2208.6174
FDV46,OUT035,2130.5874
NCP29,OUT045,1027.199
FDE09,OUT018,1362.6959
NCU06,OUT027,6023.283
FDT19,OUT010,628.2567
DRF15,OUT017,2410.1426
DRI51,OUT013,1914.9146
NCX54,OUT013,1738.6088
DRE01,OUT013,3053.484
NCB07,OUT045,2869.3376
FDU50,OUT035,1535.1195
FDG40,OUT035,605.48285
FDW10,OUT018,3919.7524
FDX51,OUT013,2853.4963
NCP17,OUT045,1277.5106
FDP21,OUT035,3372.2659
FDL04,OUT045,1509.0835
FDV23,OUT013,2230.974
FDF24,OUT046,1305.0441
FDH56,OUT027,3326.508
FDB51,OUT049,695.6999
FDI58,OUT027,2424.1892
FDR20,OUT013,720.24316
FDC51,OUT018,1829.6897
FDB16,OUT027,2078.3318
FDE40,OUT049,705.49506
NCM17,OUT035,853.66675
FDU56,OUT035,3018.0452
FDS32,OUT019,197.63542
FDX02,OUT049,4234.7036
FDT39,OUT027,3628.4507
FDE35,OUT017,823.6895
NCI42,OUT019,375.30496
DRL23,OUT046,1515.4385
FDA10,OUT046,1720.0151
FDA11,OUT013,1538.3806
NCM06,OUT046,2645.5532
NCT05,OUT035,3262.5886
NCQ02,OUT010,71.7605
NCY06,OUT049,2275.7063
FDY56,OUT035,4846.934
FDL02,OUT035,2480.6672
NCI06,OUT035,3149.3088
FDQ14,OUT045,1958.7745
FDQ12,OUT017,3999.799
FDP36,OUT046,976.17896
FDK21,OUT027,7645.957
FDO40,OUT045,2440.5027
NCK54,OUT019,0.0
FDY09,OUT018,2727.3923
NCW30,OUT049,3660.8325
NCC55,OUT027,560.87555
FDE58,OUT018,1359.7151
FDR39,OUT013,4148.418
FDU28,OUT049,3053.377
FDH08,OUT017,4654.1577
FDG35,OUT045,3173.3596
FDG22,OUT049,646.662
FDC34,OUT035,3051.1465
FDP15,OUT018,4197.1245
FDK34,OUT010,97.84912
FDU45,OUT035,2330.92
FDQ04,OUT027,883.3414
FDX22,OUT018,2878.7844
FDB45,OUT017,1377.1555
NCH43,OUT027,3827.4434
DRE60,OUT046,3899.0327
FDD17,OUT027,6181.2803
NCM54,OUT017,2250.788
NCH55,OUT013,1713.0311
NCT06,OUT017,2788.2922
FDA48,OUT027,4215.309
FDY58,OUT027,7461.175
FDO25,OUT045,3735.4138
FDN50,OUT045,1411.878
FDH35,OUT035,3007.5105
FDK09,OUT045,3894.8503
FDO16,OUT013,1658.3066
FDW11,OUT045,1140.8169
FDU47,OUT027,3981.2332
NCQ42,OUT010,213.21768
FDK55,OUT027,2893.3757
FDN08,OUT049,2098.5215
FDT57,OUT045,3345.685
FDJ12,OUT018,2857.2139
DRL59,OUT017,940.88477
NCN53,OUT046,733.3507
FDO51,OUT010,96.78906
FDK56,OUT017,3265.856
FDY12,OUT035,887.7948
FDU15,OUT035,644.28735
FDQ19,OUT046,2528.7097
DRF15,OUT045,1943.9355
DRE25,OUT019,209.03918
FDK57,OUT018,1654.5239
FDD33,OUT010,328.42035
FDR34,OUT027,6011.033
FDU04,OUT045,1911.0808
FDE35,OUT019,152.57104
NCD31,OUT035,3451.1458
FDJ56,OUT035,1716.2694
NCU53,OUT046,2327.272
FDD39,OUT035,4377.427
NCU17,OUT019,368.40573
FDJ20,OUT046,1852.7212
NCW41,OUT018,2568.8389
FDL52,OUT035,729.87177
FDS39,OUT035,2372.0168
DRJ47,OUT045,2832.6233
FDP13,OUT010,97.69048
DRK39,OUT010,213.11131
FDF28,OUT010,70.61521
FDB09,OUT045,1677.0918
FDM51,OUT046,1563.1909
DRM49,OUT018,695.771
DRF23,OUT013,2446.1787
DRH01,OUT035,3331.5034
FDH12,OUT027,2614.978
FDA28,OUT019,267.90512
FDW37,OUT018,1023.91736
FDF02,OUT046,1857.6855
DRL37,OUT046,701.3351
NCF43,OUT046,2130.2822
FDH08,OUT010,1739.8058
FDR34,OUT019,1259.191
NCK19,OUT049,4142.643
NCD55,OUT018,433.09787
FDT27,OUT049,3030.098
FDQ57,OUT045,1986.3806
FDA47,OUT035,2754.2551
DRG15,OUT027,1782.5222
FDE05,OUT018,1953.351
FDN46,OUT046,1548.3932
FDX27,OUT027,2634.6033
FDT51,OUT045,1514.3279
FDU33,OUT013,700.92804
FDJ16,OUT027,1866.4326
FDD20,OUT019,459.74475
FDT36,OUT049,583.3341
DRF15,OUT027,2624.6377
FDN52,OUT010,230.74266
FDC22,OUT027,5924.1514
FDX15,OUT045,2504.6245
FDT13,OUT013,3594.2344
FDU04,OUT017,2114.7498
FDU31,OUT019,0.0
FDW59,OUT027,2168.6992
NCO29,OUT046,2126.7385
FDL15,OUT035,2296.2292
FDI41,OUT049,2442.5889
FDQ48,OUT049,1616.7494
DRI39,OUT013,957.12823
FDI08,OUT013,3991.7893
FDC21,OUT049,1776.9352
FDF58,OUT035,1076.2067
FDS08,OUT010,0.0
FDE47,OUT045,1919.4937
NCP18,OUT019,129.07246
NCR41,OUT013,1829.9274
FDA27,OUT013,3842.9885
FDA43,OUT035,3278.0579
FDA49,OUT045,1328.1575
NCE55,OUT018,2895.1072
DRM49,OUT027,925.3155
FDF22,OUT027,4750.207
FDQ15,OUT018,1591.8972
NCS54,OUT017,3327.424
NCY05,OUT013,651.36835
FDR45,OUT046,4456.705
FDK57,OUT049,1949.9078
FDF41,OUT010,382.63983
FDV21,OUT046,2284.9673
FDD51,OUT046,665.42816
FDF33,OUT046,2373.7314
FDA38,OUT046,3744.5461
FDR56,OUT045,3075.1477
NCN41,OUT017,2234.598
FDC60,OUT027,2669.56
FDB47,OUT045,2964.5369
DRH01,OUT013,2908.5808
FDW08,OUT046,1468.271
FDF38,OUT027,988.6263
FDY32,OUT017,2896.189
FDG34,OUT049,1875.1624
FDG47,OUT019,1253.1713
NCF18,OUT035,3074.0493
FDL39,OUT019,92.48601
NCH55,OUT035,1928.9131
DRJ35,OUT049,893.2277
FDS44,OUT035,4023.194
DRE01,OUT018,4258.0063
FDY39,OUT013,4034.24
FDY32,OUT018,2642.7058
FDR33,OUT027,3145.9624
NCP50,OUT049,1173.9094
FDZ47,OUT018,1312.5779
FDU57,OUT049,2433.0164
FDY44,OUT013,2839.9492
DRH59,OUT018,896.8155
FDB03,OUT027,7013.616
FDY46,OUT045,2930.8774
FDM39,OUT045,2668.1687
FDY36,OUT035,1459.0154
NCM55,OUT035,3538.7522
FDJ50,OUT010,168.7629
DRL60,OUT013,1858.5723
NCJ54,OUT049,4188.67
FDX59,OUT017,476.8924
FDI07,OUT013,3757.3271
DRF51,OUT010,105.92897
FDM14,OUT017,1912.8389
FDP21,OUT045,2984.2476
FDE40,OUT035,938.68274
FDE05,OUT035,2468.8535
FDM13,OUT027,3155.2666
FDC34,OUT027,3804.4685
NCI55,OUT018,1880.354
NCE43,OUT018,2240.857
FDW58,OUT018,1318.6459
FDG60,OUT045,2915.4148
FDV31,OUT017,2116.2544
FDR47,OUT013,2783.7888
FDM60,OUT019,205.66699
NCF06,OUT018,2990.884
NCN26,OUT027,1765.5461
FDQ59,OUT049,1254.3175
FDF09,OUT046,636.99866
NCS06,OUT017,4281.2017
FDT44,OUT046,1751.4017
FDI19,OUT017,3604.8022
FDT22,OUT017,986.0393
NCF54,OUT027,5030.4517
DRG25,OUT045,2542.4756
FDB59,OUT017,2684.7332
FDQ37,OUT017,4238.0674
FDP56,OUT035,820.32605
FDW44,OUT035,2727.5942
FDJ26,OUT010,164.4308
FDU43,OUT018,2594.723
FDW33,OUT045,1489.2256
NCX53,OUT027,3544.6746
FDN56,OUT010,615.37
DRF15,OUT049,2329.1191
FDO33,OUT017,2188.3699
FDZ39,OUT010,383.64713
NCJ19,OUT017,885.9437
FDU01,OUT035,4733.006
FDT12,OUT035,4591.602
NCM18,OUT018,787.2861
FDP19,OUT017,2422.7236
NCR42,OUT049,676.7805
FDN10,OUT046,1914.5376
FDG44,OUT017,1029.0591
FDQ10,OUT046,3373.7737
DRH13,OUT049,1569.9167
FDT52,OUT013,3860.3728
FDM56,OUT045,1539.7502
NCO43,OUT010,581.25146
NCV29,OUT035,3404.2078
NCF06,OUT013,4809.6123
FDO50,OUT035,1445.1368
FDT59,OUT013,3682.882
FDX40,OUT027,1237.3464
FDE50,OUT017,3789.9158
FDX51,OUT017,2952.7676
NCD30,OUT018,1469.7485
FDK15,OUT013,2038.3597
FDL12,OUT045,928.6074
FDK46,OUT017,4854.1953
DRH49,OUT010,230.60016
FDQ57,OUT046,2521.234
FDY59,OUT017,1485.8828
FDO09,OUT018,2918.0718
NCG30,OUT035,2261.7534
FDM09,OUT017,2427.9011
NCN17,OUT027,2522.8093
NCS42,OUT013,1296.0667
FDD02,OUT019,441.3
FDE34,OUT013,3699.1465
FDU38,OUT045,3596.687
FDB33,OUT046,2724.799
NCJ29,OUT017,1266.8798
FDZ27,OUT035,863.38226
FDI40,OUT013,1727.782
FDG22,OUT013,718.8989
FDT51,OUT017,1614.6799
FDF20,OUT018,2824.1675
FDV50,OUT035,1802.752
FDT02,OUT049,553.908
DRC49,OUT017,2511.683
FDF26,OUT049,2506.0996
FDV52,OUT035,1878.0331
FDX59,OUT049,580.1513
FDV25,OUT035,5647.2236
FDW23,OUT027,1027.1573
FDE53,OUT018,1340.5569
FDA19,OUT017,1692.3683
FDH22,OUT046,1909.243
NCO41,OUT013,1621.5664
FDX12,OUT017,5164.0845
FDF17,OUT013,2677.1396
FDS11,OUT045,3313.9324
FDR51,OUT035,2875.5576
FDT49,OUT010,0.0
FDC56,OUT013,2236.3672
FDR13,OUT027,2912.5046
FDQ60,OUT035,2183.4731
FDN38,OUT049,4225.0273
NCL29,OUT013,2431.2449
FDO13,OUT027,4185.271
FDE26,OUT018,1950.8439
FDA31,OUT010,682.5105
FDX14,OUT035,1364.6965
FDA34,OUT045,3397.017
FDF26,OUT013,2475.4
FDE38,OUT045,2538.214
DRI11,OUT046,1965.9978
FDQ60,OUT027,3170.6892
FDL21,OUT027,1076.6803
DRC12,OUT027,6621.359
FDC47,OUT046,4104.9287
FDE57,OUT045,2138.1108
FDT14,OUT045,2149.168
NCZ53,OUT046,3185.3079
FDE28,OUT018,3759.8777
FDR19,OUT035,2625.3218
NCF54,OUT019,422.69028
FDZ08,OUT046,1242.1796
NCJ05,OUT018,2238.6965
FDF59,OUT046,1498.877
NCO05,OUT035,1973.9236
FDW24,OUT018,628.819
NCX42,OUT018,2907.7522
NCA53,OUT035,795.98035
FDI45,OUT019,316.35275
FDG46,OUT046,2470.7734
FDM20,OUT010,0.0
FDW11,OUT010,151.22743
FDX08,OUT035,3512.0847
NCK17,OUT035,607.6903
FDK32,OUT018,2295.6213
NCA42,OUT035,3026.9705
DRI01,OUT035,3193.1309
NCL55,OUT049,4916.039
DRE25,OUT018,1176.7216
FDD14,OUT017,2811.1863
FDB10,OUT046,3574.1545
DRN11,OUT035,2636.4246
FDP38,OUT018,607.0481
NCA30,OUT017,3098.4072
FDT15,OUT017,3219.113
NCP55,OUT018,677.4287
FDF12,OUT035,2404.561
FDM21,OUT018,4710.0596
FDX56,OUT035,4720.522
FDF10,OUT017,2531.256
FDT32,OUT045,3192.36
FDM51,OUT018,1237.095
NCR50,OUT018,2857.8147
FDI19,OUT049,3620.9644
FDX21,OUT017,1651.213
FDR31,OUT035,2703.647
FDY02,OUT013,4332.0483
NCA29,OUT045,3874.0388
NCX17,OUT046,3213.369
FDM12,OUT045,3051.7197
FDI53,OUT027,3210.7717
NCU30,OUT049,3224.1748
FDC56,OUT027,3850.481
FDK27,OUT018,1641.0293
NCK18,OUT017,3025.2524
FDB52,OUT019,1089.1469
DRG25,OUT027,5872.151
